order_id,Customer_ID,order_date,total_amount,shipping_address,status
O500488,CUST540235,11/20/2024,2057.2,"174 Tanner Road, West Sheilastad, OR 26406",Delivered
O500489,CUST909960,2/16/2025,2923.78,"336 Jon Rue, Marshallton, HI 88812",Returned
O500490,CUST506582,5/18/2024,4222.45,"86244 Torres Spur Apt. 130, Hayneschester, MA 59095",Delivered
O500491,CUST270205,9/9/2023,2690.15,"USCGC Wright, FPO AA 18381",Returned
O500492,CUST871337,2/9/2025,2977.78,"521 Chan Pine, South Veronicaview, SC 86552",Delivered
O500493,CUST426031,1/10/2024,4600.98,"25263 Baldwin Ways Apt. 091, Port Edwin, NE 84682",Shipped
O500494,CUST599906,6/22/2024,2514.15,"3646 Elizabeth Ports Apt. 999, Rileyview, AK 85986",Cancelled
O500495,CUST125702,7/23/2023,4772.61,"3950 Eric Crest, Guerraside, WY 40806",Returned
O500496,CUST298963,8/21/2024,4048.8,"3840 Kim Cove Apt. 421, South Stevenland, NJ 03757",Delivered
O500497,CUST125763,6/23/2025,1862.14,"0412 Graves Centers, North Stanleymouth, RI 88876",Returned
O500498,CUST110872,12/19/2023,733.45,"661 Bartlett Cape, Lake Ryanmouth, AL 48883",Pending
O500499,CUST479922,9/24/2023,1785.24,"5364 Duran Canyon, Washingtonberg, CT 06504",Returned
O500500,CUST026561,2/11/2025,323.66,"7809 Elizabeth Road Suite 945, Hernandezville, ME 79698",Shipped
O500501,CUST038201,8/15/2023,4838.07,"280 Allison Forge, Marissaville, VT 36147",Shipped
O500502,CUST802943,2/4/2025,4506.3,"1630 Michelle Parkways Apt. 900, Lake Amandastad, SC 11249",Cancelled
O500503,CUST265862,2/2/2024,2041.43,"08752 Sanders Spur, Lake Derek, WV 66951",Shipped
O500504,CUST770140,10/12/2024,4085.85,"1726 Jacqueline Trail Suite 656, East Amandafort, CT 52635",Returned
O500505,CUST662010,1/16/2024,4175,"9570 Stephanie Club, Wallacehaven, CO 50097",Pending
O500506,CUST565949,10/5/2023,2195.02,"4988 Nelson Passage, Hollowayland, NJ 18414",Pending
O500507,CUST727463,7/29/2023,4225.13,"9143 Samantha Plain, Johnsonborough, TN 78511",Cancelled
O500508,CUST116329,12/5/2023,4577.97,"821 Cain Loop Apt. 403, Darrellfort, MS 36168",Cancelled
O500509,CUST190855,5/9/2024,2674.07,"935 Marvin Crossing Apt. 465, Tiffanyville, KY 86856",Returned
O500510,CUST808953,5/18/2025,4678.25,"0035 Nicholas Camp, North Brianna, MT 31554",Returned
O500511,CUST850488,8/27/2023,2021.09,"717 Gray Prairie Apt. 735, East Melissafort, NJ 68476",Cancelled
O500512,CUST034974,1/5/2025,405.66,"82162 Woodard Ridge, Merrittshire, WI 43175",Shipped
O500513,CUST463397,7/21/2023,660.18,"082 James Drives Apt. 002, Montgomerychester, KS 47555",Returned
O500514,CUST048802,9/22/2024,3348.05,"64290 Justin Park Suite 787, Lake Christinaport, VT 45226",Delivered
O500515,CUST516849,11/29/2023,948.63,"5120 Nicholas Wall Suite 583, Hortonview, OH 12813",Pending
O500516,CUST079555,3/4/2025,2363.29,"4165 Krista Trail, East Dustin, SD 74991",Returned
O500517,CUST665168,1/21/2024,3468.6,"7938 Jose Stravenue, Port Samantha, OH 77175",Shipped
O500518,CUST570793,11/2/2024,653.22,"212 Tracy Orchard, Port Cathy, TN 36223",Cancelled
O500519,CUST294460,9/10/2023,3543.92,"32464 Terrence Loop, Lake Christopherfort, NY 91115",Returned
O500520,CUST607693,1/24/2024,816.09,"01296 Bonnie Locks Apt. 781, Whitefort, NY 28557",Pending
O500521,CUST136637,3/19/2024,4456.97,"83446 Tracey Field, West Robertville, ID 95791",Cancelled
O500522,CUST765471,7/5/2024,1527,"PSC 3931, Box 9350, APO AA 07870",Delivered
O500523,CUST535480,7/30/2023,3253.27,"288 Jack Via Suite 739, East Kevinside, ME 23992",Delivered
O500524,CUST127493,11/10/2023,2225.39,"03738 Ortega Mountain, Natashaland, NJ 50381",Cancelled
O500525,CUST705326,12/18/2024,4155.04,"852 Rachael Club Suite 867, Port Matthew, ND 98509",Shipped
O500526,CUST733859,10/27/2023,453.23,"0235 Carrie Grove Apt. 205, Lopezberg, WV 29731",Pending
O500527,CUST915831,12/7/2024,4705.88,"9218 Nicole Stream, Williamsside, TN 79251",Delivered
O500528,CUST358137,4/8/2025,2120.25,"42300 Edgar Pike, Melissaville, KS 98296",Shipped
O500529,CUST997637,6/8/2024,4192.43,"0325 Coffey Circle, East James, MS 46382",Delivered
O500530,CUST807299,12/23/2024,4575.55,"USCGC Snyder, FPO AP 93212",Cancelled
O500531,CUST430713,5/15/2025,3577.61,"23825 Davis Turnpike, East Danielle, PA 75101",Cancelled
O500532,CUST052456,6/9/2024,2589.98,"1225 Robert Glens, East Stephaniefurt, IN 61716",Pending
O500533,CUST630580,7/18/2023,2663.09,"643 Davis Dam, Malonefurt, DC 71632",Pending
O500534,CUST819270,11/18/2024,2044.35,"082 Daniel Greens, Lake Micheleshire, VA 83431",Returned
O500535,CUST571314,1/5/2025,1096.93,"1726 Russell Haven Suite 746, Tylermouth, LA 92058",Shipped
O500536,CUST587180,5/4/2024,1370.49,"162 Pham Mill Apt. 087, Davidmouth, KS 25775",Delivered
O500537,CUST389616,8/18/2023,2783.07,"36144 Reilly Trail Suite 973, East Lisa, OH 02425",Pending
O500538,CUST867303,2/3/2025,741.75,"490 Marisa Estates Apt. 546, Blackmouth, AZ 93564",Returned
O500539,CUST296440,7/30/2023,4964.23,"Unit 1212 Box 5768, DPO AA 45991",Shipped
O500540,CUST332217,12/27/2024,1703.53,"6444 Wang Canyon, Maureenstad, TX 77598",Pending
O500541,CUST774171,8/14/2023,2501.89,"68339 Middleton Branch Suite 378, Tylerberg, NC 87453",Delivered
O500542,CUST102306,3/27/2025,251.83,"36109 White Island, Ritterchester, MN 57530",Delivered
O500543,CUST271218,12/13/2024,1432.9,"9056 Chris Neck, South Jessica, IN 94662",Shipped
O500544,CUST418972,6/3/2024,3124.63,"Unit 3132 Box 4011, DPO AE 56182",Returned
O500545,CUST358685,10/29/2023,4522.79,"74703 Brittany Courts, North Kyle, OK 71945",Pending
O500546,CUST237913,6/13/2024,1137.97,"44928 Gordon Underpass Suite 465, Baileyborough, OH 10668",Shipped
O500547,CUST594287,7/25/2023,3844.45,"0007 Tammy Village, Port Bradleyton, WI 63566",Returned
O500548,CUST590429,2/2/2025,893.13,"USS Reynolds, FPO AA 97121",Cancelled
O500549,CUST626988,8/27/2023,430.62,"6932 Tucker Pines, Lake James, RI 99127",Delivered
O500550,CUST007071,5/22/2024,4836.51,"781 Eugene Hollow Apt. 253, Hernandezborough, WI 52070",Returned
O500551,CUST534588,5/19/2025,3800.25,"185 Katherine Lights Suite 540, Port Jessebury, IL 22936",Pending
O500552,CUST237399,7/28/2024,2764.12,"760 Amanda Mountains Suite 470, West Joshua, MA 96479",Returned
O500553,CUST087789,5/11/2025,638.22,"74110 Kelly Course Suite 400, Jessicaville, TX 65211",Delivered
O500554,CUST185521,3/8/2024,1607.71,"4526 Joan Spur Apt. 572, Miaton, NE 72298",Returned
O500555,CUST109880,1/15/2025,4736.04,"546 Danielle Ports, West David, WA 71219",Pending
O500556,CUST532761,2/29/2024,1938.43,"7526 Hawkins Views, Medinashire, WY 49081",Cancelled
O500557,CUST917655,6/15/2025,4025.25,"91446 Deanna Track Apt. 325, Lake Elizabeth, NJ 36291",Returned
O500558,CUST682659,5/5/2025,1071.85,"647 David Pines Suite 192, South Todd, IL 14959",Returned
O500559,CUST665857,1/15/2025,2971.82,"795 Brewer Walks Apt. 116, Phillipfurt, NE 13742",Pending
O500560,CUST844509,6/8/2024,3742.93,"1887 Patrick Unions, North Josephhaven, NV 22959",Delivered
O500561,CUST172210,4/16/2025,719.11,"87573 Lewis Locks Suite 673, New Jessicaberg, TN 83014",Cancelled
O500562,CUST444242,1/18/2025,95,"7257 Odom Vista Suite 423, Mooreshire, VA 34704",Returned
O500563,CUST462732,8/16/2023,279.63,"60440 Angela Extension Apt. 381, North Michael, AZ 42477",Returned
O500564,CUST914722,8/17/2024,560.67,"504 David Lake Apt. 991, North Elijahville, IN 21214",Returned
O500565,CUST505053,11/22/2023,4454.26,"69038 Brown Views Apt. 720, North Lindahaven, KS 48676",Pending
O500566,CUST028632,3/30/2024,3991.36,"924 Harrison Skyway Suite 492, Holmesville, MD 25069",Cancelled
O500567,CUST088485,4/4/2025,4819.1,"1255 Miller Drive, Johnmouth, WV 04687",Cancelled
O500568,CUST459431,12/13/2023,3462.5,"19098 Murphy Stream, South Jeremy, MA 80922",Delivered
O500569,CUST198413,7/25/2023,2703.37,"89186 Leon Burg Suite 235, Lake Nathanielburgh, MA 30008",Pending
O500570,CUST319875,6/21/2024,4542.56,"1897 Krystal Ridge Suite 667, Port Joel, RI 46338",Delivered
O500571,CUST736346,2/22/2025,848.89,"5029 Hall Dam, Baileyport, MT 27804",Delivered
O500572,CUST583640,2/26/2024,1445.62,"19590 Elizabeth Fort Apt. 148, Rodriguezstad, SD 11720",Delivered
O500573,CUST058493,5/15/2025,2532.97,"329 Mark Pike Suite 979, South Cheyenne, WY 49789",Pending
O500574,CUST547675,8/15/2024,531.99,"24627 Alexander Alley Apt. 269, South Kimberly, NE 90329",Returned
O500575,CUST882111,10/3/2024,3695.46,"7520 Hawkins Mission Suite 318, North Breanna, NY 37117",Delivered
O500576,CUST160336,10/10/2024,3403.13,"17915 Meagan Squares Apt. 882, Johnmouth, SC 21737",Shipped
O500577,CUST360608,6/7/2025,2371.96,"7418 Choi Key, Tracyborough, NE 29303",Cancelled
O500578,CUST806260,12/25/2023,4747.91,"98586 Martha Throughway, West Gabrielfurt, VT 58699",Returned
O500579,CUST206417,1/20/2025,1529.26,"46853 Jamie Plaza, South Samantha, TN 45800",Delivered
O500580,CUST862395,3/16/2025,2357.57,"1194 Byrd Inlet, East Christianview, SD 13703",Shipped
O500581,CUST809132,5/21/2025,657.91,"852 Lonnie Locks Apt. 469, Davisshire, DE 76747",Shipped
O500582,CUST274606,1/18/2025,747.29,"PSC 5762, Box 2188, APO AA 18237",Shipped
O500583,CUST027212,9/25/2023,2465.37,"0891 Griffin Track Suite 470, North Garyport, WI 58751",Returned
O500584,CUST175851,11/16/2024,989.34,"4517 Alvarez Mountain, Boydside, DC 17738",Returned
O500585,CUST222016,11/26/2024,3482.4,"893 Berry Ranch, Alvarezfort, TN 44835",Pending
O500586,CUST985540,6/3/2025,4372.74,"0062 Karen Cape Apt. 501, Ronaldmouth, NC 82840",Returned
O500587,CUST018658,7/13/2024,2857.53,"001 Kathryn Pine Suite 763, Wallaceland, NC 69332",Cancelled
O500588,CUST576554,9/14/2024,849.92,"0310 Kimberly Mount Suite 981, South Elizabethmouth, MO 09593",Cancelled
O500589,CUST774235,11/29/2023,1551.6,"7044 Fisher Neck, New Kristinton, AR 62921",Cancelled
O500590,CUST835306,9/12/2023,1243.55,"0179 Montgomery Cliffs Suite 776, Robinsonmouth, GA 18478",Shipped
O500591,CUST799204,6/13/2025,3638.98,"6312 Reed Islands Suite 099, Rebeccaberg, MN 70345",Delivered
O500592,CUST388856,10/30/2024,1044.01,"PSC 3220, Box 1256, APO AE 02577",Pending
O500593,CUST424022,4/21/2025,1285.88,"0522 Brian Unions, New Tommyhaven, ND 74348",Shipped
O500594,CUST033063,11/30/2023,3644.38,"127 Church Expressway Suite 076, Houstonberg, FL 06077",Shipped
O500595,CUST005757,9/10/2023,3910.26,"926 Cristian Passage Apt. 892, Lake Jeremy, NH 73512",Returned
O500596,CUST934453,8/11/2023,3916.2,"534 William Flat, Marthaburgh, MT 20804",Pending
O500597,CUST022990,8/4/2024,4456.79,"624 Wendy Cape, East Tracy, MS 08699",Delivered
O500598,CUST336370,8/27/2023,3482.96,"9310 Brown Plains, Duncanmouth, ID 17637",Delivered
O500599,CUST909508,6/21/2024,1657.31,"668 Bean Walks Suite 041, Robinsonberg, WV 70335",Cancelled
O500600,CUST435392,3/8/2025,3640.83,"905 Melinda Plains Apt. 917, North Ashley, SC 50771",Returned
O500601,CUST779649,12/6/2024,3840.81,"853 Perry Hill Apt. 570, Gregoryland, VA 32907",Returned
O500602,CUST410399,4/10/2024,2686,"19454 Haynes Divide Suite 809, North Shirley, AL 10509",Shipped
O500603,CUST713568,1/15/2025,1480.08,"49979 Costa Port Apt. 938, North Lukeburgh, GA 89746",Cancelled
O500604,CUST529344,7/5/2024,2269.17,"5833 Jacqueline Inlet, Lindsaymouth, FL 98208",Returned
O500605,CUST562514,1/30/2024,2105.67,"84908 Williams Overpass, Nicholasfort, MD 15483",Shipped
O500606,CUST773594,1/5/2025,2334.08,"USS Baxter, FPO AP 52924",Pending
O500607,CUST715843,6/2/2024,4042.75,"29863 Jason Corner, North Christopherport, MI 78155",Shipped
O500608,CUST182008,1/2/2024,1733.72,"30115 Jeffrey Stravenue, South Dawnport, NE 71651",Cancelled
O500609,CUST369306,7/15/2023,113.27,"USS House, FPO AA 05222",Returned
O500610,CUST372167,4/1/2024,1044.09,"9366 Smith Center Apt. 447, South Anthonyborough, DC 87103",Cancelled
O500611,CUST286320,11/24/2024,1077.83,"227 Molly Estate, North Tonya, ND 73930",Delivered
O500612,CUST575143,2/24/2025,4655.45,"9149 Mary Rapids, Port Brittany, IN 71287",Cancelled
O500613,CUST509423,10/14/2023,187,"431 Sanders Loaf Apt. 588, East Loritown, DC 62111",Cancelled
O500614,CUST052791,10/27/2023,2624.67,"312 Parker Run, Hernandezfurt, WV 77881",Cancelled
O500615,CUST809897,8/13/2023,1033.45,"9670 Brown Haven Apt. 081, New Cory, WV 88785",Cancelled
O500616,CUST348353,9/22/2023,383.4,"6337 Hartman Mews Suite 885, Travisport, MD 49629",Pending
O500617,CUST016287,9/27/2024,1997.76,"0377 Thomas Club, Port Dianeberg, NJ 41447",Cancelled
O500618,CUST894546,5/14/2024,997.72,"92307 Caleb Lock Apt. 345, Bradleyton, MT 86053",Cancelled
O500619,CUST444486,8/14/2024,2102.23,"34601 Stephanie Coves, North Curtishaven, PA 61800",Shipped
O500620,CUST386340,2/9/2024,385.14,"87576 Daniel Orchard Suite 482, Herreratown, NJ 24503",Delivered
O500621,CUST620156,8/8/2023,682.72,"50832 Lisa Coves Apt. 214, Holderberg, ID 02691",Cancelled
O500622,CUST131268,1/8/2025,4483,"86782 Moran Union Apt. 407, New Annaburgh, WA 17291",Delivered
O500623,CUST798524,3/22/2025,3968.23,"5723 Christopher Spurs, Lake Paul, MO 97878",Cancelled
O500624,CUST470733,2/1/2025,2442.03,"3988 Jacqueline Square, North Dana, NY 32267",Pending
O500625,CUST703603,4/12/2025,150.63,"19177 Kathleen Field, West Williamstad, NC 22196",Shipped
O500626,CUST932543,11/29/2024,2615.9,"2696 Martin Flat, North Reneeside, IN 15462",Delivered
O500627,CUST115723,12/12/2023,2444.08,"PSC 7238, Box 1257, APO AP 82954",Pending
O500628,CUST689891,9/10/2023,2340.86,"7735 Michael Stravenue, Kellyport, GA 74279",Cancelled
O500629,CUST785962,9/4/2024,3156.85,"0500 Valenzuela Grove Apt. 973, West Eric, CT 66487",Returned
O500630,CUST821226,12/29/2023,1579.34,"7289 Daniel Prairie, New Maryview, VA 68252",Shipped
O500631,CUST032303,11/18/2023,1951.64,"820 Christina Union Suite 575, Lake Billy, LA 97798",Pending
O500632,CUST838713,1/4/2025,1278.2,"07935 Julie Corner Apt. 830, Deannaport, LA 63274",Returned
O500633,CUST295300,3/17/2025,331.78,"557 Paul Roads, Douglasshire, NH 18810",Pending
O500634,CUST302561,11/7/2023,4293.4,"960 Chad Mission Apt. 106, Loveside, SD 97174",Delivered
O500635,CUST525572,10/28/2024,1531.66,"82801 Kevin Islands Apt. 113, West Emily, OK 09971",Cancelled
O500636,CUST260595,11/6/2024,1637.4,"0734 Cheryl Ridges Suite 657, East Derrickview, ND 28178",Pending
O500637,CUST285940,9/19/2024,710.37,"9726 Erin Wells Suite 162, East Davidport, MN 88326",Cancelled
O500638,CUST201940,6/19/2025,1284.78,"235 Beasley Grove, Erikafurt, NY 67433",Pending
O500639,CUST450112,4/22/2024,1844.23,"756 Carter Burg, Lake Nathanberg, KS 34443",Cancelled
O500640,CUST810131,9/9/2023,4996.18,"005 Tammy Ramp, Lake Johnton, NE 12113",Returned
O500641,CUST687904,1/4/2024,4444.3,"72279 Crystal Center Suite 761, Davidbury, AR 90577",Pending
O500642,CUST725357,6/2/2024,3312.26,"PSC 1206, Box 3923, APO AP 32636",Cancelled
O500643,CUST357464,10/12/2024,82.87,"5648 Williams Light Suite 550, Gonzalesville, AL 81906",Cancelled
O500644,CUST150427,6/23/2025,3797.38,"2955 Kimberly Road, Taraside, HI 84893",Pending
O500645,CUST439163,8/22/2023,1334.62,"9076 Moore Hills, Donnachester, NM 65235",Delivered
O500646,CUST661361,5/27/2025,2311.55,"558 Mckenzie Glens Apt. 443, Shannonbury, SD 44815",Pending
O500647,CUST385179,4/1/2025,2867.5,"5463 Angel Vista Suite 546, Lake Jeremyfurt, ID 76292",Shipped
O500648,CUST211650,7/3/2024,1714.47,"63017 Salinas Harbors, East Amy, MT 35474",Pending
O500649,CUST510970,7/12/2024,1093.42,"PSC 4663, Box 5973, APO AA 38000",Cancelled
O500650,CUST023152,7/18/2023,500.59,"8488 Bruce Knoll, Lake Alexis, KY 03143",Pending
O500651,CUST592355,5/5/2025,4403.56,"737 Laura Ranch, Port Johnland, MD 78235",Shipped
O500652,CUST468175,4/13/2024,1715.97,"519 Turner Square, Port Henryburgh, MD 01203",Delivered
O500653,CUST225292,1/28/2025,4780.88,"885 Gonzalez Locks Suite 712, Kellyton, CT 45388",Pending
O500654,CUST939564,9/10/2023,2140.97,"9304 Rasmussen Corner Suite 678, Stephenchester, NE 42331",Shipped
O500655,CUST099264,5/28/2025,3711.15,"4660 Arthur Roads Suite 920, South Christopher, VT 90707",Shipped
O500656,CUST106548,12/6/2024,2158.88,"0712 Rubio Station Apt. 221, Christopherstad, WA 75186",Delivered
O500657,CUST846788,4/10/2024,4197.13,"53879 Corey Squares, Richardchester, OK 21744",Cancelled
O500658,CUST404015,3/30/2025,2759.69,"60152 Garcia Cove, East Matthew, WY 02055",Shipped
O500659,CUST056782,7/11/2024,1012.29,"569 Nathaniel Path, Cartershire, ND 43216",Returned
O500660,CUST135721,6/29/2024,2427.95,"27536 Ortega Haven, Baileyfurt, SC 15091",Shipped
O500661,CUST799969,2/5/2025,958.99,"953 Bentley Harbor, Natashahaven, WA 79911",Returned
O500662,CUST211915,7/28/2023,4632.74,"7607 Mahoney Light, Salashaven, PA 98865",Returned
O500663,CUST293079,8/9/2024,2661.85,"2544 Cory River Apt. 809, Thompsonshire, FL 49857",Pending
O500664,CUST848951,5/28/2025,2326.34,"74117 Sandra Squares Suite 924, New Misty, UT 90299",Shipped
O500665,CUST605176,5/30/2025,4770.07,"4449 Jennifer Villages Apt. 952, Rosstown, ID 08945",Cancelled
O500666,CUST817347,5/31/2025,2064.09,"163 Ryan Rue Apt. 994, Smithshire, KY 38301",Cancelled
O500667,CUST464297,6/8/2024,3002.2,"01016 Robinson Port Suite 846, South Bethanyfort, OK 99130",Cancelled
O500668,CUST810657,7/20/2024,2208.1,"14365 Marcus Island, Lake Donnachester, KS 17929",Returned
O500669,CUST401677,11/30/2023,1534.37,"115 Alexandra Underpass Suite 298, Port Dennisbury, WA 17179",Returned
O500670,CUST960903,4/9/2024,1624.73,"81983 Harrison Lights, New Erin, LA 14532",Shipped
O500671,CUST385316,2/19/2024,3848.43,"9975 Cortez Lock, Millerstad, MD 94973",Cancelled
O500672,CUST595072,1/13/2025,3195.37,"7166 Brown Ranch Apt. 802, Kelseystad, OR 36618",Delivered
O500673,CUST565781,10/4/2023,1107.69,"PSC 6511, Box 2970, APO AA 58932",Cancelled
O500674,CUST955752,1/23/2025,729.36,"658 Holly Manors, Josephville, KS 98678",Pending
O500675,CUST492575,10/22/2024,4281.54,"84256 Joseph Crescent Apt. 184, North Christopherborough, NJ 90573",Shipped
O500676,CUST379749,4/17/2025,960.95,"188 David Underpass Suite 998, Karachester, SD 33754",Delivered
O500677,CUST263180,3/20/2025,3697.04,"7649 Melissa Circles Suite 352, Port Brian, MS 94488",Cancelled
O500678,CUST285955,5/13/2024,3255.54,"5308 Williams Knoll, Millerfort, OH 84682",Shipped
O500679,CUST665197,5/15/2025,1484.02,"010 Patricia Station, Lake Amy, KY 89396",Pending
O500680,CUST304019,4/24/2025,2646.63,"590 Jennifer Field, North David, AK 62107",Cancelled
O500681,CUST373548,6/8/2025,2807.87,"268 Harris Bridge, North Robert, KS 05860",Returned
O500682,CUST344020,7/3/2025,3515.59,"887 Hernandez Garden Suite 375, Rubenville, SD 48606",Shipped
O500683,CUST757978,9/15/2023,791.93,"PSC 5305, Box 3097, APO AA 93683",Returned
O500684,CUST313556,6/3/2025,3184.54,"545 Jennifer Loaf, Johnsonberg, OK 80635",Cancelled
O500685,CUST151632,9/17/2024,76.71,"403 Guzman Roads, Carlaview, OK 65626",Returned
O500686,CUST057462,2/4/2024,4456.9,"205 William Trail Apt. 723, Valenciabury, MI 29047",Pending
O500687,CUST836942,4/27/2025,1416.26,"014 Tony Extension, South Ronaldland, MA 73970",Cancelled
O500688,CUST333558,10/5/2024,702.5,"5707 Victoria Mountain, New Julia, FL 41700",Cancelled
O500689,CUST076458,2/8/2025,3726.59,"32301 Hutchinson Fort, Port Lauraberg, MI 01416",Pending
O500690,CUST791700,1/1/2025,562.82,"4535 Rogers Stravenue Suite 061, Port Nancymouth, IN 41050",Returned
O500691,CUST169696,11/20/2024,909.4,"5314 Colton Pine Apt. 694, West James, NV 22911",Delivered
O500692,CUST550066,2/6/2024,3780.99,"9632 Davila Row Suite 759, Alisonton, KY 44801",Shipped
O500693,CUST862451,6/20/2024,3843.52,"25051 Darryl Groves, Alexanderside, HI 45316",Cancelled
O500694,CUST128135,9/29/2024,1571.12,"3164 Alexis River, Brittanyborough, DC 73812",Shipped
O500695,CUST015638,4/11/2024,3853.7,"1970 Scott Terrace Suite 766, Thompsonland, HI 89842",Delivered
O500696,CUST847358,10/28/2023,881.18,"354 Cole Neck, Jamesborough, MO 28042",Pending
O500697,CUST633625,5/11/2024,337.62,"97573 Sean Island, Amberborough, CA 06508",Pending
O500698,CUST240631,2/21/2024,4952.59,"24494 Gonzalez Valley Apt. 499, Cooperbury, TN 46550",Cancelled
O500699,CUST977142,3/5/2025,350.04,"8631 Jose Stravenue Suite 054, Mendezfurt, NV 54951",Pending
O500700,CUST341769,11/9/2024,3628.67,"55174 Watkins Lodge, Lake Ryanmouth, VT 59184",Pending
O500701,CUST996094,5/12/2024,4303.78,"5246 Nicholas Hollow Apt. 649, Ortizport, MN 02645",Delivered
O500702,CUST899440,12/21/2023,2207.88,"44771 Devin Dale Apt. 021, South Denisestad, HI 01436",Cancelled
O500703,CUST625424,2/17/2025,195.53,"7226 Hunt Inlet Suite 733, South Melissa, NE 89496",Returned
O500704,CUST746680,10/9/2023,3849.78,"1204 Olson Centers, Lake Kristenview, SD 23523",Returned
O500705,CUST794523,12/10/2024,4243.04,"17291 Cody Crossing Apt. 465, Peggytown, WV 59135",Returned
O500706,CUST596766,1/14/2025,544.77,"378 Connie Lodge Suite 880, Williamsfort, WY 24410",Pending
O500707,CUST795364,6/30/2024,1664.77,"5823 Young Parks, North Stephanie, FL 94318",Pending
O500708,CUST383146,12/14/2023,113.14,"3086 Beck Tunnel, North Kyleborough, MT 10313",Pending
O500709,CUST934774,4/20/2025,1734.39,"0995 Joyce Brook Suite 090, New Theodore, CA 21455",Delivered
O500710,CUST690230,12/17/2024,246.7,"62186 Melody Mews Apt. 013, South Wesley, OK 56504",Pending
O500711,CUST157676,7/8/2024,1917.04,"354 Cooper Pass Suite 114, Arthurview, KY 88985",Cancelled
O500712,CUST888765,12/31/2023,1930.97,"2251 Carl Curve Suite 244, Lake Elizabethchester, WV 10867",Delivered
O500713,CUST222907,7/2/2024,4357.99,"53791 Peck Gardens, Michaelstad, PA 59289",Shipped
O500714,CUST893463,9/24/2024,2177.91,"755 Diaz Burgs Apt. 554, Shaunmouth, VT 03673",Cancelled
O500715,CUST524125,1/25/2024,3240.51,"Unit 6022 Box 3331, DPO AA 78886",Delivered
O500716,CUST581447,3/21/2025,4994.86,"530 Cook Garden Apt. 400, South Dawn, KS 53067",Cancelled
O500717,CUST624430,12/31/2024,2284.84,"50261 Jordan Pine, West Bruce, IN 64897",Returned
O500718,CUST783376,9/7/2024,3301.07,"USNS Marquez, FPO AA 25297",Returned
O500719,CUST885723,11/11/2023,3278.27,"43333 Sanchez Plaza, West Cathytown, VT 76585",Pending
O500720,CUST880772,8/15/2023,2947.74,"0602 Jeremiah Harbors, Frenchshire, AL 14865",Delivered
O500721,CUST588345,8/9/2023,4958.14,"51802 Ramirez Ridges, Michelleville, DE 68732",Cancelled
O500722,CUST040494,6/27/2024,344.33,"Unit 9874 Box 7045, DPO AP 65045",Returned
O500723,CUST092705,9/21/2024,1925.79,"02828 Rios Ferry Apt. 355, Lyonsmouth, VA 51849",Returned
O500724,CUST346827,8/14/2024,2844.96,"PSC 6535, Box 6168, APO AE 35475",Delivered
O500725,CUST593852,9/12/2023,4303.49,"37987 Ruiz Station, Hernandezburgh, ME 20585",Shipped
O500726,CUST089250,3/21/2024,1877.54,"27548 Fox Divide, Montgomeryburgh, LA 45451",Delivered
O500727,CUST385047,7/18/2024,1622.1,"946 James Rapid Suite 124, Meyerburgh, CO 27521",Shipped
O500728,CUST897166,1/23/2024,2442.97,"PSC 9218, Box 9551, APO AA 89553",Returned
O500729,CUST204556,11/13/2024,4714.57,"8862 Dustin Branch, New Dominictown, ND 94134",Cancelled
O500730,CUST053276,8/20/2024,2752.92,"931 Jessica Point, Nancystad, KS 22914",Shipped
O500731,CUST380427,2/22/2024,3058.13,"094 Stephanie Springs Suite 589, Katherinefurt, IN 49614",Pending
O500732,CUST470548,7/25/2023,2731.33,"256 Bridges Greens, Port Tonyport, OH 58360",Returned
O500733,CUST480690,9/9/2023,1980.51,"694 Cox Mews Apt. 052, New Suzannetown, IL 84812",Delivered
O500734,CUST915429,5/30/2024,3405.91,"2272 Collier Points, Port James, NJ 58448",Delivered
O500735,CUST786612,3/30/2024,1259.42,"8917 Jackson Grove, Perezmouth, VA 00938",Cancelled
O500736,CUST494218,7/12/2024,1649.98,"USNV Smith, FPO AA 10419",Returned
O500737,CUST668984,11/16/2023,2501.04,"515 Amy Trail, Maddoxchester, AL 77711",Shipped
O500738,CUST661010,5/30/2025,3976.38,"3740 Jason Loaf Apt. 668, Courtneystad, MN 27218",Delivered
O500739,CUST968737,6/19/2024,3621.82,"Unit 8493 Box 6954, DPO AP 29006",Cancelled
O500740,CUST880429,3/1/2025,1550.23,"85633 Sanders Causeway Apt. 117, Joshuatown, VT 98235",Pending
O500741,CUST029865,2/16/2025,3208.29,"158 Michelle Causeway Suite 131, Lake Bob, NY 36051",Returned
O500742,CUST731590,4/29/2024,2657.71,"1703 Young Isle Apt. 040, Lake Carla, ID 35174",Pending
O500743,CUST861586,5/20/2024,3750.59,"474 Michele Well Apt. 736, New Elizabeth, AL 81309",Pending
O500744,CUST831455,11/15/2023,2258.49,"PSC 9117, Box 1145, APO AE 19328",Pending
O500745,CUST646094,3/21/2024,887.23,"USCGC Avila, FPO AA 69203",Returned
O500746,CUST236209,6/21/2024,3695.73,"98061 Lyons Well, New Richard, MN 73950",Returned
O500747,CUST542688,12/22/2024,2075.91,"508 Chang Loaf, Robertton, OR 99724",Returned
O500748,CUST573757,3/1/2024,2902.44,"579 Harvey Mount, East Tracey, MO 40685",Shipped
O500749,CUST704510,2/25/2025,751.62,"76111 Lindsay Club Suite 884, Lukefurt, MA 35724",Returned
